ts,CH2,CH3,CH4
20251222_171738,353.634231785967,331.170612568121,323.8250241185213
20251222_171826,334.149820603315,335.5418787114763,331.0422638358135
20251222_171914,326.7812636805426,350.431184414464,9.4331557905024
20251222_172002,28.8568712161236,0.4923271429101987,10.4923718356068
20251222_172050,2.54370676596,350.5307357152821,10.0947507641476
