ts,CH2,CH3,CH4
20251222_165111,0.0954690583699623,329.9901222663538,321.9956556464654
20251222_165159,341.590969924014,328.1277701918642,344.7626007142681
20251222_165247,350.6606272814057,339.6429318683666,314.6434972730962
20251222_165335,35.269729231303,1.3193241278658,353.5610611864668
20251222_165423,341.6525627261483,343.4610182788836,4.6756556645855
20251222_165511,32.9269789397317,20.8268098665752,358.5226267801272
20251222_165559,335.3770653167181,334.4677553636149,345.9304926424199
20251222_165647,15.4461764216929,3.1972929522006,329.0721960356752
20251222_165735,329.2746945138101,347.0239694802797,9.06767986344
20251222_165823,22.8876473115108,3.5552803702165,353.7906404614677
20251222_165911,345.5676988273887,349.436737593746,12.7214011472276
20251222_165959,1.8768417413452,338.0896314918756,329.9271882071497
20251222_170047,315.7443172260653,325.1147748588306,349.0138925298088
20251222_170135,341.8751938041227,322.6207081568496,347.330716676978
20251222_170223,356.3727264323138,1.2793850353414,21.3483131055417
20251222_170311,22.149688423397,10.3001633262199,347.0072045741557
20251222_170359,25.4563726714574,10.452602165909,15.5407785601488
20251222_170447,339.0719665201551,345.0885764083221,349.0761458093351
20251222_170535,22.423830109098,0.3932794081702206,11.4384173784541
20251222_170711,3.1900133439729,8.6116232759188,29.5860120864095
20251222_170759,28.3644133891122,16.1397514679263,358.4978566229185
20251222_170847,348.7213562935346,326.2013329342901,0.8016031667914225
20251222_170935,25.5141136673,8.5705263213182,42.8392774961694
20251222_171023,0.5425039057163006,354.8923160112791,317.309744787964
20251222_171111,334.609438168989,326.8335392420697,302.7531984083893
20251222_171159,28.119877280299,5.8211202935236,9.581203109067
20251222_171247,324.5993369368697,323.6964630098247,356.3819853606248
20251222_171335,329.1420121560686,340.9669253528733,0.8708374151418325
